slug,category,canonical_label,software_group,status,image_path,image_alt,affiliate_url_us,affiliate_url_uk,variant_label,variant_sort_order,variant_affiliate_url_us,variant_affiliate_url_uk
watercolour-paint,art,Watercolour Paint,,published,equipment/art/watercolour-paint.jpg,Watercolour Paint,https://www.amazon.com/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,https://www.amazon.co.uk/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,Windsor & Newton,2,https://www.amazon.com/Winsor-Newton-Cotman-Watercolor-Studio/dp/B000XYHYI4,https://www.amazon.co.uk/Winsor-Newton-Cotman-Sketchers-Pocket/dp/B00004THXI
watercolour-paint,art,Watercolour Paint,,published,equipment/art/watercolour-paint.jpg,Watercolour Paint,https://www.amazon.com/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,https://www.amazon.co.uk/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,Daler Rowney,3,https://www.jacksonsart.com/en-us/daler-rowney-aquafine-watercolour-8ml-introduction-set-of-12,https://www.jacksonsart.com/daler-rowney-aquafine-watercolour-8ml-introduction-set-of-12
watercolour-paint,art,Watercolour Paint,,published,equipment/art/watercolour-paint.jpg,Watercolour Paint,https://www.amazon.com/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,https://www.amazon.co.uk/Artistro-Watercolor-Including-Fluorescent-Hobbyists/dp/B08D2DJPD3,Golden,4,https://www.jacksonsart.com/en-us/golden-qor-watercolor-sets,https://www.jacksonsart.com/golden-qor-watercolour-paint
adobe-after-effects,software,Adobe After Effects,video_editing,published,equipment/software/video-editing/adobe-after-effects.jpg,Adobe After Effects,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
adobe-fresco,software,Adobe Fresco,graphic_design,published,equipment/software/graphic-design/adobe-fresco.jpg,Adobe Fresco,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
adobe-illustrator,software,Adobe Illustrator,graphic_design,published,equipment/software/graphic-design/adobe-illustrator.jpg,Adobe Illustrator,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
adobe-indesign,software,Adobe InDesign,graphic_design,published,equipment/software/graphic-design/adobe-indesign.jpg,Adobe InDesign,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
adobe-photoshop,software,Adobe Photoshop,graphic_design,published,equipment/software/graphic-design/adobe-photoshop.jpg,Adobe Photoshop logo,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
adobe-premiere-pro,software,Adobe Premiere Pro,video_editing,published,equipment/software/video-editing/adobe-premiere-pro.jpg,Adobe Premiere Pro,https://www.adobe.com/,https://www.adobe.com/uk,Default,0,https://www.adobe.com/,https://www.adobe.com/uk
affinity,software,Affinity,graphic_design,published,equipment/software/graphic-design/affinity.jpg,Affinity,https://www.affinity.studio/,,Default,0,https://www.affinity.studio/,
asana,software,Asana,project_management,published,equipment/software/project-management/asana.jpg,Asana,https://asana.com/,,Default,0,https://asana.com/,
clip-studio-paint,software,Clip Studio Paint,graphic_design,published,equipment/software/graphic-design/clip-studio-paint.jpg,Clip Studio Paint,https://www.clipstudio.net/,,Default,0,https://www.clipstudio.net/,
elementor,software,Elementor,ecommerce,published,equipment/software/ecommerce/elementor.jpg,Elementor,https://elementor.com/,,Default,0,https://elementor.com/,
fonts,software,Fonts,graphic_design,published,equipment/software/graphic-design/fonts.jpg,Fonts,https://creativemarket.com/,,Default,0,https://creativemarket.com/,
freshbooks,software,FreshBooks,invoicing,published,equipment/software/invoicing/freshbooks.jpg,FreshBooks,https://www.freshbooks.com/,,Default,0,https://www.freshbooks.com/,
notion,software,Notion,project_management,published,equipment/software/project-management/notion.jpg,Notion,https://www.notion.com/,,Default,0,https://www.notion.com/,
procreate,software,Procreate,graphic_design,published,equipment/software/graphic-design/procreate.jpg,Procreate,https://procreate.com/,,Default,0,https://procreate.com/,
procreate-dreams,software,Procreate Dreams,video_editing,published,equipment/software/video-editing/procreate.jpg,Procreate Dreams,https://procreate.com/dreams,,Default,0,https://procreate.com/dreams,
quickbooks,software,QuickBooks,invoicing,published,equipment/software/invoicing/quickbooks.jpg,QuickBooks,https://quickbooks.intuit.com/,,Default,0,https://quickbooks.intuit.com/,
rebelle-8,software,Rebelle 8,graphic_design,published,equipment/software/graphic-design/rebelle-8.jpg,Rebelle,https://www.escapemotions.com/,,Default,0,https://www.escapemotions.com/,
shopify,software,Shopify,ecommerce,published,equipment/software/ecommerce/shopify.jpg,Shopify,https://www.shopify.com/,,Default,0,https://www.shopify.com/,
squarespace,software,Squarespace,ecommerce,published,equipment/software/ecommerce/squarespace.jpg,Squarespace,https://www.squarespace.com/,,Default,0,https://www.squarespace.com/,
wix,software,Wix,ecommerce,published,equipment/software/ecommerce/wix.jpg,Wix,https://www.wix.com/,,Default,0,https://www.wix.com/,
woocommerce,software,WooCommerce,ecommerce,published,equipment/software/ecommerce/woocommerce.jpg,WooCommerce,https://woocommerce.com/,,Default,0,https://woocommerce.com/,
apple-mac,tech,Apple Mac,,published,equipment/tech/apple-mac.jpg,Apple Mac,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39,Mac Book,0,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39
apple-mac,tech,Apple Mac,,published,equipment/tech/apple-mac.jpg,Apple Mac,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39,Mac Book Pro,1,https://www.amazon.com/Apple-2025-MacBook-Laptop-10%E2%80%91core/dp/B0FWD623D1,https://www.amazon.co.uk/Apple-MacBook-14-2-inch-Laptop-chip/dp/B0FWD8ZXCN
apple-mac,tech,Apple Mac,,published,equipment/tech/apple-mac.jpg,Apple Mac,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39,Imac,2,https://www.amazon.com/Apple-2024-Desktop-Computer-10-core/dp/B0DL6S84XS,https://www.amazon.co.uk/Apple-iMac-Desktop-Computer-M4/dp/B0DL7M1FJ3/
apple-mac,tech,Apple Mac,,published,equipment/tech/apple-mac.jpg,Apple Mac,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39,Mac Mini,3,https://www.amazon.com/Apple-Desktop-Computer-12%E2%80%91core-16%E2%80%91core/dp/B0DLBVHSLD,https://www.amazon.co.uk/Apple-Mac-mini-M4-Pro/dp/B0DLC7G8BN/
apple-mac,tech,Apple Mac,,published,equipment/tech/apple-mac.jpg,Apple Mac,https://www.amazon.com/Apple-2026-MacBook-13-inch-Laptop/dp/B0GR19X8DC,https://www.amazon.co.uk/Apple-MacBook-13-inch-Laptop-chip/dp/B0GR6N7H39,Mac Studio,4,https://www.bhphotovideo.com/c/product/1911782-REG/apple_mac_studio_kit_with.html,https://www.amazon.co.uk/Apple-Mac-mini-Computer-M4/dp/B0DLC7G8BN
digital-camera,tech,Digital Camera,,published,equipment/tech/digital-camera.jpg,Digital Camera,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,Kodak,0,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY
digital-camera,tech,Digital Camera,,published,equipment/tech/digital-camera.jpg,Digital Camera,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,Sony,1,https://www.amazon.com/Sony-Mirrorless-16-50mm-ILCZV-E10L-Cleaning/dp/B0CRZBWVRN,https://www.amazon.co.uk/Sony-ZV-E10K-Mirrorless-Real-Time-Creators/dp/B0FLQ1MF47
digital-camera,tech,Digital Camera,,published,equipment/tech/digital-camera.jpg,Digital Camera,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,Canon,2,https://www.amazon.com/PowerShot-G7-Mark-III-Accessory/dp/B0GXXBQHD1,https://www.amazon.co.uk/Canon-PowerShot-Digital-Camera-Wi-Fi/dp/B07TMRKP5T
digital-camera,tech,Digital Camera,,published,equipment/tech/digital-camera.jpg,Digital Camera,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,Samsung,3,https://www.amazon.com/Panasonic-Compact-24-720mm-Concerts-DC-ZS99/dp/B0DQ9HY4G6,https://www.amazon.co.uk/Panasonic-DC-TZ99E-K-Compact-Tiltable-Bluetooth/dp/B0DQYCXLT9
digital-camera,tech,Digital Camera,,published,equipment/tech/digital-camera.jpg,Digital Camera,https://www.amazon.com/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,https://www.amazon.co.uk/KODAK-Friendly-FZ45-BK-Digital-Optical/dp/B0B8PDHRWY,Nikon,4,https://www.amazon.com/Nikon-Compact-mirrorless-presets-Wireless/dp/B0DMJJQLXW,https://www.amazon.co.uk/Nikon-D3100-Digital-18-55mm-Renewed/dp/B01CO0XNG6
external-hard-drive,tech,External Hard Drive,,published,equipment/tech/external-hard-drive.jpg,External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1,Seagate,0,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1
external-hard-drive,tech,External Hard Drive,,published,equipment/tech/external-hard-drive.jpg,External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1,Western Digital,1,https://www.amazon.com/Western-Digital-Elements-Portable-External/dp/B06W55K9N6,https://www.amazon.co.uk/Western-Digital-Elements-Portable-External/dp/B06W55K9N6
external-hard-drive,tech,External Hard Drive,,published,equipment/tech/external-hard-drive.jpg,External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1,Samsung,2,https://www.amazon.com/SAMSUNG-Portable-Professionals-MU-PG4T0B-AM/dp/B0CHFSZX9W,https://www.amazon.co.uk/SAMSUNG-Portable-Professionals-MU-PG4T0B-AM/dp/B0CHFSZX9W
external-hard-drive,tech,External Hard Drive,,published,equipment/tech/external-hard-drive.jpg,External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1,Sandisk,3,https://www.amazon.com/SanDisk-2TB-Extreme-Portable-SDSSDE61-2T00-G25/dp/B08HN37XC1,https://www.amazon.co.uk/SanDisk-2TB-Extreme-Portable-SDSSDE61-2T00-G25/dp/B08HN37XC1
external-hard-drive,tech,External Hard Drive,,published,equipment/tech/external-hard-drive.jpg,External Hard Drive,https://www.amazon.com/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC,https://www.amazon.co.uk/Seagate-Portable-External-Hard-Drive/dp/B07VS8QCXC?th=1,Crucial,4,https://www.amazon.com/Crucial-1TB-Portable-SSD-CT1000X9SSD902/dp/B0CGW1FQV4,https://www.amazon.co.uk/Crucial-1TB-Portable-SSD-CT1000X9SSD902/dp/B0CGW1FQV4
keyboard,tech,Keyboard,,published,equipment/tech/keyboard.jpg,Keyboard,https://www.amazon.com/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B0BKW3LB2B,https://www.amazon.co.uk/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B07W4DG9WN,Logitech,0,https://www.amazon.com/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B0BKW3LB2B,https://www.amazon.co.uk/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B07W4DG9WN
keyboard,tech,Keyboard,,published,equipment/tech/keyboard.jpg,Keyboard,https://www.amazon.com/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B0BKW3LB2B,https://www.amazon.co.uk/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B07W4DG9WN,Apple,1,https://www.amazon.com/Apple-Magic-Keyboard-US-English/dp/B0DL6LV7Q6,https://www.amazon.co.uk/Apple-Magic-Keyboard-British-English/dp/B0DL6LXVY5
keyboard,tech,Keyboard,,published,equipment/tech/keyboard.jpg,Keyboard,https://www.amazon.com/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B0BKW3LB2B,https://www.amazon.co.uk/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B07W4DG9WN,Amazon,2,https://www.amazon.com/Amazon-Basics-Keyboard-Windows-Full-Sized/dp/B07WJ5D3H4,https://www.amazon.co.uk/Amazon-Basics-Low-Profile-Keyboard-UK/dp/B0CSYT813K
keyboard,tech,Keyboard,,published,equipment/tech/keyboard.jpg,Keyboard,https://www.amazon.com/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B0BKW3LB2B,https://www.amazon.co.uk/Logitech-Programmable-Backlighting-Bluetooth-Rechargeable/dp/B07W4DG9WN,SteelSeries,3,https://www.amazon.com/SteelSeries-Apex-Mechanical-Gaming-Keyboard/dp/B0B16HXVVQ,https://www.amazon.co.uk/SteelSeries-Apex-Pro-Mini-HyperMagnetic/dp/B0DWFSFRCF
monitor,tech,Monitor,,published,equipment/tech/monitor.jpg,Monitor,https://www.amazon.com/AOC-Q27G41ZE-2560x1440-Compatible-Zero-Bright-Dot/dp/B0FF5HXGJK,https://www.amazon.co.uk/AOC-24B3HA2-monitor-FlickerFree-Adaptive/dp/B0CV3TM2WH,AOC,0,https://www.amazon.com/AOC-Q27G41ZE-2560x1440-Compatible-Zero-Bright-Dot/dp/B0FF5HXGJK,https://www.amazon.co.uk/AOC-24B3HA2-monitor-FlickerFree-Adaptive/dp/B0CV3TM2WH
monitor,tech,Monitor,,published,equipment/tech/monitor.jpg,Monitor,https://www.amazon.com/AOC-Q27G41ZE-2560x1440-Compatible-Zero-Bright-Dot/dp/B0FF5HXGJK,https://www.amazon.co.uk/AOC-24B3HA2-monitor-FlickerFree-Adaptive/dp/B0CV3TM2WH,Samsung,1,https://www.amazon.com/SAMSUNG-Essential-Computer-Advanced-LS27D366GANXZA/dp/B0DB9Q5G3R,https://www.amazon.co.uk/Samsung-LS24F330EAUXXU-Full-100Hz-Monitor/dp/B0FRMSDZGK
monitor,tech,Monitor,,published,equipment/tech/monitor.jpg,Monitor,https://www.amazon.com/AOC-Q27G41ZE-2560x1440-Compatible-Zero-Bright-Dot/dp/B0FF5HXGJK,https://www.amazon.co.uk/AOC-24B3HA2-monitor-FlickerFree-Adaptive/dp/B0CV3TM2WH,Koorui,2,https://www.amazon.com/KOORUI-27-Inch-Monitor-Computer/dp/B0B3DS23NB,https://www.amazon.co.uk/KOORUI-Monitor-Adaptive-Adjustable-Mountable/dp/B0FMFGRTLG
monitor,tech,Monitor,,published,equipment/tech/monitor.jpg,Monitor,https://www.amazon.com/AOC-Q27G41ZE-2560x1440-Compatible-Zero-Bright-Dot/dp/B0FF5HXGJK,https://www.amazon.co.uk/AOC-24B3HA2-monitor-FlickerFree-Adaptive/dp/B0CV3TM2WH,Acer,3,https://www.amazon.com/acer-Monitor-Adaptive-Sync-FreeSync-Compatible/dp/B0D9MK23S7,https://www.amazon.co.uk/Acer-EK241YGbif-24-inch-Monitor/dp/B0DMFCVMRW
pc,tech,PC,,published,equipment/tech/pc.jpg,PC,https://www.amazon.com/Business-Ultra-Processor-Touchscreen-NP964QHA-KG2US/dp/B0DVCBC68J,https://www.amazon.co.uk/Samsung-Qualcomm-Snapdragon-Processor-Aluminium/dp/B0FCS5668L,Samsung,0,https://www.amazon.com/Business-Ultra-Processor-Touchscreen-NP964QHA-KG2US/dp/B0DVCBC68J,https://www.amazon.co.uk/Samsung-Qualcomm-Snapdragon-Processor-Aluminium/dp/B0FCS5668L
pc,tech,PC,,published,equipment/tech/pc.jpg,PC,https://www.amazon.com/Business-Ultra-Processor-Touchscreen-NP964QHA-KG2US/dp/B0DVCBC68J,https://www.amazon.co.uk/Samsung-Qualcomm-Snapdragon-Processor-Aluminium/dp/B0FCS5668L,Microsoft,1,https://www.amazon.com/Microsoft-Surface-Laptop-High-Performance-Touchscreen/dp/B0C8BHTXTW,https://www.amazon.co.uk/Microsoft-Surface-Copilot-Touchscreen-Snapdragon%C2%AE/dp/B0D3FCM1LG
pc,tech,PC,,published,equipment/tech/pc.jpg,PC,https://www.amazon.com/Business-Ultra-Processor-Touchscreen-NP964QHA-KG2US/dp/B0DVCBC68J,https://www.amazon.co.uk/Samsung-Qualcomm-Snapdragon-Processor-Aluminium/dp/B0FCS5668L,Asus,2,https://www.amazon.com/Zenbook-Touchscreen-Copilot-Business-Backlit/dp/B0GT8ZGSXP,https://www.amazon.co.uk/ASUS-UX3407QA-1920x1200-Snapdragon-X1-26-100/dp/B0G66S68XL
pc,tech,PC,,published,equipment/tech/pc.jpg,PC,https://www.amazon.com/Business-Ultra-Processor-Touchscreen-NP964QHA-KG2US/dp/B0DVCBC68J,https://www.amazon.co.uk/Samsung-Qualcomm-Snapdragon-Processor-Aluminium/dp/B0FCS5668L,LG,3,https://www.amazon.com/LG-17-inch-Lightweight-Computer-Processor/dp/B0FC34H632,https://www.amazon.co.uk/LG-gram-Pro-17Z90TP-Ultra-Lightweight/dp/B0FLFZ5K3Z
phone,tech,Phone,,published,equipment/tech/phone.jpg,Phone,https://www.amazon.com/Smartphone-Unlocked-Processor-ProScaler-Manufacturer/dp/B0DPGBSKR2,https://www.amazon.co.uk/Samsung-Galaxy-S25-512GB-NAVY/dp/B0DTHQCHTD,Samsung,0,https://www.amazon.com/Smartphone-Unlocked-Processor-ProScaler-Manufacturer/dp/B0DPGBSKR2,https://www.amazon.co.uk/Samsung-Galaxy-S25-512GB-NAVY/dp/B0DTHQCHTD
phone,tech,Phone,,published,equipment/tech/phone.jpg,Phone,https://www.amazon.com/Smartphone-Unlocked-Processor-ProScaler-Manufacturer/dp/B0DPGBSKR2,https://www.amazon.co.uk/Samsung-Galaxy-S25-512GB-NAVY/dp/B0DTHQCHTD,Iphone,1,https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMZ5LT14,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/dp/B0CHX95F2H
phone,tech,Phone,,published,equipment/tech/phone.jpg,Phone,https://www.amazon.com/Smartphone-Unlocked-Processor-ProScaler-Manufacturer/dp/B0DPGBSKR2,https://www.amazon.co.uk/Samsung-Galaxy-S25-512GB-NAVY/dp/B0DTHQCHTD,Google,2,https://www.amazon.com/Google-Pixel-10a-Battery-Obsidian/dp/B0GHRHXVN1,https://www.amazon.co.uk/Google-Pixel-9a-Unlocked-Smartphone/dp/B0DSWFHTL
tablet,tech,Tablet,,published,equipment/tech/tablet.jpg,Tablet Device,https://www.amazon.com/Apple-iPad-Pro-13-inch-Landscape/dp/B0FWD1MS82,https://www.amazon.co.uk/Apple-iPad-Pro-11-inch-256GB/dp/B0FWD63ZW8,Apple,0,https://www.amazon.com/Apple-iPad-Pro-13-inch-Landscape/dp/B0FWD1MS82,https://www.amazon.co.uk/Apple-iPad-Pro-11-inch-256GB/dp/B0FWD63ZW8
tablet,tech,Tablet,,published,equipment/tech/tablet.jpg,Tablet Device,https://www.amazon.com/Apple-iPad-Pro-13-inch-Landscape/dp/B0FWD1MS82,https://www.amazon.co.uk/Apple-iPad-Pro-11-inch-256GB/dp/B0FWD63ZW8,Microsoft,1,https://www.amazon.com/Microsoft-Surface-Touchscreen-Snapdragon-Platinum/dp/B0DZ5DBD83,https://www.amazon.co.uk/Microsoft-Surface-Touchscreen-Snapdragon%C2%AE-Platinum/dp/B0DYDV1KDM/ref=sr_1_1?crid=3J7VX2YMDHRWI&dib=eyJ2IjoiMSJ9.-lsC_7HGsc1QQFambm49Ho0LZ0A_urdxySGtKM9eBOPprwSmH4hohzSrEvY1xlqvpMzSBnvniUaT5l_qd2mrfF29Wj_8u0qPBEmiaZytvm_Y6ND5O92dtxieu1o4Kk-UHHugwf4YWJuTu6rJDaBRhkL3Doh56IsTBFb6LFL_i2MwmvldYQK53tmOdNE7DuSWBkxdC_Bo6HhDilyTjV9MUxltBBbB5fiIoQNoOGXFDoM.nOTQmP3yaHg2iFY7nMLHiwHFDHTZR1NZeASuEsusk_A&dib_tag=se&keywords=Microsoft%2Btablet%2Blarge&qid=1784999660&sprefix=lenovo%2Btablet%2Blarge%2Caps%2C472&sr=8-1&ufe=app_do%3Aamzn1.fos.6ee946b2-9ff1-42e3-b768-9ebdb88a50b8&th=1
tablet,tech,Tablet,,published,equipment/tech/tablet.jpg,Tablet Device,https://www.amazon.com/Apple-iPad-Pro-13-inch-Landscape/dp/B0FWD1MS82,https://www.amazon.co.uk/Apple-iPad-Pro-11-inch-256GB/dp/B0FWD63ZW8,Samsung,2,https://www.amazon.com/Samsung-Optimized-Performance-Expandable-Speakers/dp/B0FVXMHHRP,https://www.amazon.co.uk/Samsung-Features-Speakers-Extended-Warranty/dp/B0FQF3TMD9
tablet,tech,Tablet,,published,equipment/tech/tablet.jpg,Tablet Device,https://www.amazon.com/Apple-iPad-Pro-13-inch-Landscape/dp/B0FWD1MS82,https://www.amazon.co.uk/Apple-iPad-Pro-11-inch-256GB/dp/B0FWD63ZW8,Lenovo,3,https://www.amazon.co.uk/Lenovo-Android-Display-MediaTek-Dimensity/dp/B0DRPCJDWW,https://www.amazon.com/Lenovo-Idea-Tab-Plus-Lightweight/dp/B0FGYDJ7G6
wacom,tech,Wacom,,published,equipment/tech/wacom.jpg,Wacom Tablet,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6,Medium,0,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6
wacom,tech,Wacom,,published,equipment/tech/wacom.jpg,Wacom Tablet,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6,Small,1,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2385T,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6
wacom,tech,Wacom,,published,equipment/tech/wacom.jpg,Wacom Tablet,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6,Large,2,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ24WP9,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F4433PS3
wacom,tech,Wacom,,published,equipment/tech/wacom.jpg,Wacom Tablet,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6,Cintiq,3,https://www.amazon.com/Wacom-Drawing-Battery-Free-Designers-Animation/dp/B0CJMJZTG2,https://www.amazon.co.uk/Wacom-Cintiq-2025-Drawing-Tablet/dp/B0FGJWLXHS
wacom,tech,Wacom,,published,equipment/tech/wacom.jpg,Wacom Tablet,https://www.amazon.com/Wacom-Bluetooth-Professional-Graphic-Compatible/dp/B0DFZ2ZRPQ,https://www.amazon.co.uk/Wacom-Drawing-innovative-compact-lightweight/dp/B0F446Y4B6,MovinkPad,4,https://www.amazon.com/Wacom-MovinkPad-11-Android-Battery-Free/dp/B0FMHX9786,https://www.amazon.co.uk/Wacom-MovinkPad-Drawing-Tablet-paper/dp/B0FWRLP27C
